artist,id
CHIEF JORDAN,d7644aa9-d873-4b08-9bd6-cdcca967768f
CHOCQUIBTOWN,82297b90-705c-4bb5-81b7-88d83fd1d0b4
CLASS A'Z,5976b199-abd7-496d-b39c-eb45fedb47a5
CLINTY B,c8486ac7-efa4-462d-abde-e595fac2ceae
CLIPSE,e6424fa5-08d3-41c6-96f3-8549f733708c
ČOKOVOKO,2ff83692-cb61-46d1-a78a-e75a262372d9
COLLECTIF BOZ PRODUCTIONZ,6f4053fa-160d-43ce-a4f4-e0b6d3edaa01
COLOR CHANGIN' CLICK,3ab7ac77-306a-4298-a699-301493977b9f
CONRAD KIRA,6c27a10f-742f-4fba-9abe-bbfe4800cd4b
CONTROL MACHETE,38c8254f-ceac-460d-9123-5af2d7a4fc7e
CORVID,88134caf-8ae8-47a5-af79-837e2f7a7bf3
CRADLE ORCHESTRA,ed8b3f7c-6bb6-4335-8c4f-0facd958fdb7
CREEP WOLAND,b8dfa87c-89bc-4cbb-9f6c-f7c11fd6276c
CRIOLO,51af0b6a-083a-4da7-99ee-3a94843269c2
CROWN AND THE M.O.B,4a76c903-95a5-4def-8408-8f3b57509c32
CUTICULA,f7330137-0a5d-41c6-8c4d-7b9463a6eae3
D-BANGERZ,bdd3804c-300a-4fd4-b107-4082fd6d1152
D. ACE,e4a7a8df-1cb7-459b-ad59-7e936727203f
D.P.,cc53d23b-0bfc-4743-a56c-5aebd56c3582
D'NAVIGATOR,59599227-a6e3-4b3b-a333-2d429fc7a138
DA BUSH BABEES,1161e665-6ff7-4565-b549-ed6f17a9e12f
DABO,963f5457-bbf2-4a2e-a5cf-1f586badb839
DAE DAE,1d77e146-b983-469b-9cd7-b59bc8ceb2d9
DAE KIM,f0f00925-35ec-44e2-8dad-5e066db54e8b
DAEREN,999489ed-7083-4685-b247-5eb737a05be9
DAFOUNDAYSHUN,fc690333-8628-442f-a14c-8ae8967d698d
DAHYA,7f211a47-a35d-4195-a298-163ef2dcf2ca
DALY,817037cd-297c-4ddf-88f5-70d3cad32438
DAM,45ddd10c-a6f3-4b2d-a583-12d149c54292
DAMIAN MIKHAIL,c9498ce3-7635-461a-9539-6e40f4f589b6
DAN LE SAC VS. SCROOBIUS PIP,fb8fb96b-e9aa-4cdd-b3b0-b49eaa0f32dd
DAN THE AUTOMATOR,33945eeb-e2d2-4257-a199-661cbadcf8af
DANDEE,755a772b-f383-4540-ae8b-76b6273218d1
DANGER DOPE,ec358d44-a0fd-4def-8550-3aae2d053c0d
DANITSA,0426faab-8367-428f-87d4-de8af0dd0a97
DANNY WILDER,d25dcc4f-d323-40b3-a1b6-8dc672878af0
DAOKO,8627f0c6-7ff3-4dee-b42d-48163e8187db
DARREN KANDLER,9f263a1e-d853-4457-810f-004de04c8b6a
DASH,e14510c5-87ec-4a88-8149-b8f6c5c7233a
DASTA,205153bb-3857-418b-a407-3194daf2c398
DAVID RUSSELL SAMUEL,4d566f7e-4428-4192-b961-8db9b5b10c6b
DE LA SOUL,a8ebde98-7e91-46c7-992c-90039ba42017
DEAD PREZ,3b02795b-bd2c-4aac-8f6c-e581514cc2d8
DEEB,09cdd43c-677c-4b8c-808b-d622cab6ae1e
DEFINE,dac00295-e13a-44e7-93ea-3d9e20a25ede
DELTRON 3030,ce886f30-8b8f-4cc8-b854-3749291350fd
DEMASCUS,0ea3dd78-e11b-4ec5-a0aa-9e5f4658e79b
DER LANGE,406cd452-065e-4536-ada4-2a53081b7362
DESTERRADOS,3cfee34d-3f17-4f5e-bfc0-94d9c69b6ae6
DEXPLICIT,70494149-9aa3-4358-afa7-e87b974466d2
DIABOLOGUM,77efffd3-20b7-4c5d-a66a-8c4908ea2f8b
DIONTÉ BOOM,14105dd1-416e-4f78-a451-9087297ac24c
DIPLO,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2
DIRTY MONK,df70ba3e-28a5-4141-b24e-593971f3d26b
DJ CLIQ,313022c0-e062-4282-8980-63e411cf2d64
DJ CZA,a835a185-44ba-440a-8acf-f1ee0edf4dfe
DJ FOOD,0019749d-ee29-4a5f-ab17-6bfa11deb969
DJ FORMAT,65323ae4-1a49-497f-8f58-ae42b6c05eb6
DJ FUZZ,4f7b0904-3a25-484d-b721-5d2cb98d8520
DJ G-SPOT,06539420-3e37-4b79-946e-ac375e863b7d
DJ IT,e661440a-0541-4f77-a78a-848f7b83a169
DJ KEMO,aafe7399-77a3-475b-8279-a7207cc4f4ab
DJ MARRRTIN,6dc6660a-9b32-46d7-9cff-9cd3493f59b3
DJ MK,f781d3c2-e241-49df-820f-02700e7b2eda
DJ MURCI,aab1a9b0-5a4e-402b-8ca0-748b5d8068ae
DJ POINT,46920ae5-d8e7-4c9f-b294-7ff84ebccfae
DJ SHADOW,efa2c11a-1a35-4b60-bc1b-66d37de88511
DJ SWERVE,d43013ab-4359-4ada-b2cd-975ce3e659ad
DJ YODA,c266a7ab-7b9f-478f-a26d-91c5f8f04c7c
DOLPHINBRAIN,4324395b-b758-4fc7-bd97-bbce75fc95cb
DOMINATION,2dd9a9f8-13a5-43b0-b38a-6f1b2e1e1f83
DONTEE WEAVER,6dc52723-3777-4fb5-a8ba-e1e3fa796ea5
DOOKOOM,b9dfe3b7-6847-4b75-9d27-9a358ee49281
DOPLAMINGO,6decfd9c-3911-4de3-af47-937bd942c768
DORIAN,f80193a3-9db7-438c-b323-09a4d19cee0f
DOSE TWO,5faf00fe-6fe9-4685-9876-4e53427ac3f9
DOUBLE S,ea587ffa-47cd-44bd-adf2-1a5d90ad2165
DPV,3556129b-9a3d-4572-be6f-f59edbe46172
DR. STEEL,b5fde337-9651-42e1-9651-9c44af5371b4
DRAGON ASH,cdc00f5c-5e99-4b64-98f3-5eabda3636cf
DREDD,625e26a8-39a1-4c30-a458-efd410ed150b
DRU BEX,52bc7d96-0c4b-4783-af11-118c718945be
DRUNKEN TIGER,69aa17d9-b9b0-433b-b81d-0033e6f9b7fd
DUB FX,4623daa8-d17f-4e76-a39d-fd22408463f1
DUJEOUS,ec1d7db5-e466-4869-8b3d-9006bcb80dcb
DUMBFOUNDEAD,ab1c48b2-3fd3-446b-9f3a-85d611066a16
DURRTY GOODZ,19a69129-fc12-4850-999e-35ab1ff33fbb
DYLAN THE TEEN,d7cbe551-7ed1-4770-aa42-637fb3ec0c7f
DYSLEXIS,4dce31e0-459c-4d2d-9377-32435b177356
E-DUBBLE,c9c88c71-6c11-491b-bbf7-03b814e5799f
EARZ,f05c1700-e57f-45b2-9602-d3eb837f9c4b
EDDIE FOUNTAIN,384b6ac9-b5f7-429c-99f8-faefa6640671
EDIDION,1fc7f8db-4635-4257-a322-5bb8de42a9ac
EDJACATED PHOOLS,6a35434b-55f5-46a8-ac1d-a11a5b4a5064
EL EJE,d530ea8c-1653-412c-9555-216a10d5b546
ELDORADO FM,7b20a152-0a14-4e65-b32a-44d3ddbb2c83
ELEPHANT REVIVAL,1c9f21b2-1841-4d2f-9fc1-1e17eda19e0a
EMCEE DAVID,a1263c5a-ed09-4bd2-9175-ce15095a9411
EMO-G,54726ec2-d724-4d2f-9786-6bb48bff870b
ERCANDIZE,8c327afb-5a63-4ab5-8683-2baf64cde84f
ESC KEY,c21addaf-fb85-4e08-8604-386b790dc44d
EUSTACHE MCQUEER,11b01d55-7945-44aa-a79f-f97d7c4a060c
EXAMPLE,ddeb3502-8693-4619-b41d-263105f84477
FABO,434e4f98-f164-49eb-9c9c-df0edff1eecb
FACTION G,224397ac-0e9d-4bad-a7d5-59e66ed4e803
FADALI MOHD DARIF,04e51036-b809-4430-91c0-5ea1153289ac
FAITH SFX,a12ff3ae-f3c3-46a4-88a7-728f2df03320
FALLACY,e1d48c05-ae55-46a1-8dbf-ed66cb6ff4fb
FANATIK,6e99844b-fa52-400b-8103-e15f7b717f04
FASHAWN,e65fdcd8-e02d-486b-ba9f-61fca43c37ab
FAST FORWARD,eded0262-d98d-4820-9dcf-1faa7688506e
FAVELA CLÁSSICA,1f9a82a8-8883-408f-9ae9-4efbb0094546
FEM FEL,e9fe2ca7-24dd-46f5-86d0-efeecf49ff9f
FILSUF,f7877b64-daf8-48d3-b8cd-18a6a7badad3
FLIPSYDE,2c8fb177-1465-4586-9e23-6020b9606199
FLOWSIK,13bdb70d-6866-442b-87c8-624fb3c4d471
FLYER,19828bb2-7f88-4064-b63e-40c0a6516dda
FOCUSED FEW,847132a9-534f-409d-a9b1-827e9725573f
FOREIGN BEGGARS,34dd3adc-f118-4106-bfac-71820a804f4c
FORT MINOR,e1564e98-978b-4947-8698-f6fd6f8b0181
FRANKIE KNIGHT,d6bed72e-3dac-42dc-b932-2f7c277b9bfa
FRENKIE,7e76fb69-f8a2-49db-aed1-e7b09e3aec4d
FRESH MOSS,cd14bc84-d6cd-403c-9639-eb14205539b9
FU-TURE,1631fed1-5225-4889-8cb8-9ea2d5b00ad1
FUNKOARS,211c72e8-573e-4c20-9365-993a1bd11dd6
G-SOUL,217522b1-7f34-45d2-84c4-26d515ffaeb1
G.A.N. 665+1,9183c916-9719-4191-9f9d-54ddd982f323
GASOLINE,64118347-58c8-4449-bf26-e7c6a6f4440c
GATA CATTANA,cf65f18b-117f-4429-bfad-602886f6a183
GHETTS,62ffd9ee-13a1-49ed-8721-d07fd0b2f07d
GHOST STYLE,88ce353b-7e64-4f99-b911-88ccca44178a
GIF,8ebea358-7532-45a2-aea7-f7124db48d8e
GIGGS,bb7dd5d7-95e6-46a0-9692-cb99134995b6
GILLI,32c6fc30-3ff9-49ac-bdca-2b4f9418237f
GNAWA DIFFUSION,7c7a623f-18b8-4524-b5b7-15e27418e599
GOLDENWEST,c4812fd1-2811-4699-b0f1-3123d2fba72e
GOLDSAHNE,bf92141f-62e3-4aa4-8e66-3da8834ad9a8
GOLYA GUZMAN,efce6cd3-ec7b-4beb-bd77-f30f73533e58
GRAY MATTER,0d88ad9a-3734-43ec-888a-ae37a5458754
GREENSHOP,38a8c72d-8b19-4768-8885-34d21f9a3939
GREG PORN,1a869b37-e29c-4a33-a93f-0441ed29f5ee
GRIND MUSIC,2f0eb7f7-d8ca-4f3c-b14f-998a0135e18b
GRIZZLE GRIND CREW,4d6e2dd8-816c-4d07-8f5e-04fde491fecc
GUNJAMAN,0ac66304-4cbe-4a7a-912c-4f707a6629ee
GUY,fa209319-6d7b-4a20-b445-62186ec41e0d
HALFWAY HOUSE EMCEES,50bc4554-2a8e-4557-bd44-6e670eb8e4a5
HANDSOME BOY MODELING SCHOOL,c3f99319-52c7-47f2-9631-10bc7cc8c589
HÀNG LÂM TRANG ANH,7e926258-685d-48f8-abd0-a6fe9025210a
HARRY LOVE,f63a7b00-0e97-4bae-b650-943492735e97
HASAN ATIQ,f8cf6cec-a5da-4b64-8c37-da3898ae1a50
HAZE,dbe833d8-a487-4d08-9669-6fd2585d67c0
HAZEL,85365443-53e5-4f0a-8309-3074f6e9f9b4
HEESUN LEE,ca9d3d45-e516-43fc-939a-47125c8a1b55
HIP HOP FOR THE WORLD,ef2470b0-998c-48b2-98e3-dd4947e928fe
HOBSON JOBSON,3638ca6e-45f3-40fe-9c06-a03cf346d3a4
HONA COSTELLO,0ef1a140-9055-46ce-afc4-5c205065abcc
HOPIE SPITSHARD,d96edb61-d3dc-4099-bb6f-7cd692951e61
HUMBLE TIP,181ba9af-78da-4e0a-a689-80371beca82c
HUNNY MADU,7c7d7ad6-65a8-4314-bb5c-8ff015f7662c
HUSTLE GANG,2500e307-4ad1-448d-a430-5ab01ab5c20d
IAMTHEREALAK,5b883d1c-0f19-4016-befc-9ca305785f6b
II MERCURY,56da3090-1c95-4238-852e-6110a6e65257
ILLEGAL,08282e9b-6532-4b8d-8a83-2866cce7814a
ILLEVATE,05ecdc43-0d42-4af4-8970-176ce0c969ab
ILLSTEEZ,66735320-353d-4863-a1b0-409a4d264d55
IMANI COPPOLA,b1b47948-6b3a-427a-9951-1c3be8a2e4dc
IMMORTAL TECHNIQUE,ef4db186-ff43-4708-a713-3ce1e05657a1
INFLUENT,c2322ffb-d558-4013-95ac-9da67d274234
INFNTLP,755d814f-2683-4a6b-813a-83180cb88b08
IRAS,ae5bfd6f-95d1-456e-b218-518a2ae6907e
ISAM B,dede48b3-c037-4ae9-865a-229db6d4a879
J RAS & THE LION,3735cdbe-9a03-480b-b3d0-ca80db082c80
J-COP,bd8f986f-3d82-4899-b504-1cf0b19e0ba4
J-ESSENTIAL,afe92060-0f2a-4753-b73d-c77790860ba0
J-ZONE,5fbb89a9-43e3-4d0c-a702-a60f0ac9f3a1
J. WEST,85855dc5-1143-4651-8ae4-49614e6dc644
"J.DID ""THE KID""",c4b16a07-f180-41f3-8b11-7d78e92297ce
JADAKISS,83735edd-f2a3-41d0-a31d-652bc3cadb3e
JAE MOON,3e54d83a-5607-40dc-8ea0-e83ca4e9b28d
JAGGED EDGE,8b4d99eb-7a54-4648-b299-8e1564d11385
JAMES YANCEY,c9dd9555-dba0-45ba-ab56-28e6a03ab81d
JANICE CORRIDO,cc06a06c-334d-4852-a0e1-e645cb2d5e5c
JAY-P,46b19f7c-661a-4670-9fbf-e7a85607a069
JAZZ CARTIER,f7a3d5b9-1088-46fd-989e-3b2a565bfa79
JBDAPILOT,9b5b853e-8747-4ecc-adb9-1f164ee6f6dd
JEAN GRAE,04aafe35-ad89-48ef-ada6-f95e5a6b8934
JEDI MIND TRICKS,c7732cf8-e9a1-46f1-9133-84d930f3187a
JEHST,ee8dbba0-b236-4847-9162-c5f1ff2c6567
JERZEE THA ICON,15d73ad8-1136-4f43-b0c7-ac9623b476ca
JIMI PRESHA,6e0cd5ff-d230-4c21-b66b-3845d06976e6
JIMMY JITSU,a943dca6-3b15-44d1-9caa-0b04c0da8f1e
JIN HACKMAN,5a3c35a3-0505-4279-ac6a-86c0c9380ee0
JITSVINGER,97a9025b-07a1-45e3-8a61-0419669863d3
JME,57879ca6-44aa-4b75-9a97-b801f57a1331
JOE BUDDHA,0ad9980f-f3f0-44ee-aa91-6816fdda4223
JOHN THAT,7657a672-65e2-40fe-9340-17adab6a7c25
JOSEPH ROYAL,7022d021-04e5-4ee7-8c64-048515dd0817
JT SOUL,0f69bb3a-e945-4e93-bc63-b43e4d0b5f10
JUST BLAZE,e527455c-5f72-4208-b892-22f7271a9305
K.A.A.N.,24d60e23-bee9-4100-912d-35c2ccf8b4de
KALIBER 44,e08f0176-5de9-4452-8d39-00e5ab2429cc
KANO,2bf3971e-8595-4bd2-aace-8a71c42afb66
KARAOKE TUNDRA,89531679-833c-460f-893c-fd377f918395
KARPE DIEM,7d809463-4fc4-4042-8b51-5e2e87a93dc5
KAS SERENITY,c301d9fd-f4cd-4fc0-bc2d-f7b2dc169651
KATAZTROPHEE,dc8a9207-960c-4ef2-ba5e-9aee4b8749bd
KATY X,8546a8c1-5fb8-443a-93ca-e99ae6ece9b8
KAYDA,e281e7fc-5334-4a60-a383-aa7a524df193
KEIM-X-ZELLE,7844cb67-3c13-4ebe-8384-150d644265d2
KEON ROGERS,02a02b7a-dc53-43c9-822e-9b66e043a066
KEVIN BRERETON,df13509f-2c22-42c5-8f8f-56f40d414b40
KEVIN GATES,0c41b966-12e8-4c9b-87ea-af47798987b6
KEVIN LESTER,69dd9914-2c0b-45a8-af22-54cd14bacd39
KID INK,60614320-9caf-4ae4-bded-7140672fdf8a
KILLSTATION,d100076c-3fb2-4854-a1da-315ba216b9a2
KING GORDY,4c2b2a07-fd11-4251-a711-e43a88eb24b2
KINGS OF THE CITY,885ff2a5-4ca9-46ae-815a-00fd571e6804
KINGSLEE DALEY,24cc2453-240b-47d9-a16a-83c001a311a6
KIŠA METAKA,71414631-e8eb-4479-a94d-e2fd57384878
KJ‐52,e1b3b9e9-2d37-4329-b582-08df2b4d6e24
KLASHNEKOFF,6c3d622d-4807-4a71-8ffd-1f4b8b876da0
KLASSY,99a6db56-109e-4989-92e5-cc0a158aa05c
KLG SQWAD,51aa5ebe-4c05-472d-a756-6d7c85040260
KNUCKS,43806ec0-bc26-4df7-8c41-8341d2354c9c
KOBRA AUDIO LABS,775e4252-0bc7-4417-89f0-e5c82b20a854
KOGNITIF,d85ffa71-21c6-48ca-9c95-3d60585273ee
KOKEN,1316683b-076c-404b-90f8-afa3e84541df
KRAFT,bdd86abf-efc1-4831-bb09-479df9116183
KRISTINA SI,4b58c2c2-f063-489c-8b45-6c69c8c79027
KRO,fb68addb-a3b5-4bae-98bd-b5aa4722b738
KUHAN KUNASEGARAN,93ebc68d-7913-4567-9867-3b5e9774d939
KWIZYNE,8e076d44-324a-45b5-ae59-df0d3dfe59c0
KYLE,75b7ef51-0b2c-4e86-978a-b8a98095eed7
KYZA,e00fba26-7ae8-47cf-b488-7f2752523579
L'ŒUF RAIDE,ac4ad93e-cde8-4c9a-80a5-94efa7359a96
LA FANFARE EN PÉTARD,0a087c44-9181-4394-8bfa-07ca1fd5efad
LANDO CHILL,4f74e4d8-09eb-42b1-a6e0-a3fa998ad38d
LAST RESORT,1b6f7d1e-5e9c-4129-8a4c-f49015b0a1d5
LATRUTH,d796a05c-5372-44cd-829b-61e115886f31
LEANDRO MATOS,42279136-b4dc-4a62-9ac2-74e118aaa702
LECRAE,ffe54de6-5cee-4c0f-8329-f5946f9bc3ff
LEMOUZ,d8e5391f-bcc2-4287-a75b-7ba0e1e74e5b
LENA STOEHRFAKTOR,e5a8ef94-5cab-4aa0-9c37-73603f04e6d4
LENNY MARTINEZ,b9da21ee-a20b-42dd-beae-3d9afcd39cc3
LES GRANDES GUEULES,98d51ca9-49aa-4c18-83a5-6f495b15400e
LETHAL BIZZLE,1155431a-d35e-4863-9ae0-e3c24eb61aa9
LEWIS PARKER,827136e7-a3fd-4b1e-bb47-a81fc4ccd73a
LEXX PROJECT,5bcf2771-4481-4c6d-81be-fa07f307e6fb
LG,51aa5ebe-4c05-472d-a756-6d7c85040260
LIFELINES,63508e6e-cdc2-4eba-9890-eb22277d1fa1
LIL' WIL,f14b789a-68fc-455f-9b8f-39121907e2d1
LINEATH,8d300c3e-b76f-4886-ac51-f510d2faff48
LITTLE BROTHER,b929c0c9-5de0-4d87-8eb9-365ad1725629
LMK,36988e27-9fbd-475c-8b9f-dd82b9494ab8
LORD FINESSE,bcd09d6f-ee04-4418-a39d-4ecb57747116
LORDFUBU,57bf084c-b811-4196-8d48-120fd1484ceb
LORENTZO JÖNSSON,db17d833-c48b-43ba-b721-080d195d1f37
LOWKEY,0d0fc843-a6d4-45a2-b87f-e1cc7780cd95
LUCID THE ARTIST,1476654e-0764-4723-b696-931a195870e3
LUDVIG VAN,6a769d3e-0221-4a1d-9a34-d049df4b3af7
LUSCIOUS JACKSON,8be5d1de-e925-4e9f-b410-6d702cd8dcaa
LUTHER CAMPBELL,fc45001c-17e0-47bf-8d9b-00a16d402742
LV,49cc05d4-e095-491e-bcf4-395371ae6760
LYGNE 26,742b995b-8c85-4eba-9ee7-72ff6b2e56a1
LYKEZ,d197247b-27ec-4cd9-ba3c-96bdfac00c26
LYRICALLIGRAPHY,38f5e9e0-188a-465e-95a1-af184af6b5ba
M‐1,beafbe79-3a73-4554-b9d0-0599ab02ff9a
M.E.M.,694b4285-8437-4989-8a55-7e8ff1fdb41a
MACC DUNDEE,8071947a-1d77-4e29-86d9-b9894b540942
